Notes,Lab Status,label
If hornet would like to set up traps,Negative ID,0
It was flying and then landed next to the mailbox for 109 Barbara Ln Everett 98203,Negative ID,0
I saw a larger than normal bee/hornet like insect on my concrete pad of my house. It appeared to be about 2 inches long and had an orange tint to the stripes on the back. It flew away when I got closer. I was about 4 feet away from it.,Negative ID,0
"There was one flying by our blackberry vines, who was then joined by another. They began fighting and went to the ground. We were able to trap one and it is being very aggressive in the plastic tub that we have it in.",Negative ID,0
Never have seen a bee like this and I have lived in Washington my entire life.,Negative ID,0
"It flew into me and was making a weird buzzing sound, the coloring of it looked odd so I killed it just in case. Not sure what a young one looks like, seems a little too hairy maybe.",Negative ID,0
"Found this on front porch on a piece of furniture.  It was on it's back.  It measures 1 1/2"".  Should I put in a jar or just leave?",Negative ID,0
"I am not sure what this is, but I saw this on my living room wall one evening.  I had returned from visiting my daughter in Tx  on Feb 11, 2020,  who had been in Thailand in January.",Negative ID,0
"I ended up killing it with a shoe/threw away after i took a picture.  It was definitely 2"" long and looked like the website pic.",Negative ID,0
I've never seen anything like this before it looks like to be but it doesn't,Negative ID,0
I tried to vacuum it up with a long attachment but wasn't able to.  I did take several pictures.  I've seen paper wasps many times over the years but have never seen a wasp or hornet this big.,Negative ID,0
Ground nest.  Apx. 20-50 each,Negative ID,0
It landed in our blue umbrella.  I have an app on my phone that identifies insects.  This picture is zoomed in because I didn't want to get too close to it.  I have never seen one before.,Negative ID,0
Found in woodpile.,Negative ID,0
While walking I noticed a very large hornet looking bug that may have been stepped on. The pic shows my shoe for reference size. I wear an 8.5 women’s shoe.,Negative ID,0
Found in Almira WA. Not sure if it is one. Pictures attached,Negative ID,0
This was found in my swimming pool and I think the colors may be faded due to the chlorine,Negative ID,0
We found 2 bees in our pool skimmer. One was small and easily identified as a yellow jacket the other is much larger. I used a lighter as an identifier. See attached pics,Negative ID,0
Found dead on a steel truck.,Negative ID,0
"Very big with odd high pitched ""buzz'",Negative ID,0
Large hornets nest. Bigger than a football. No clear sighting of hornets. But glimpses were predominantly black.,Negative ID,0
was floating in my pool. I drown it. It was about 1 inch long.,Negative ID,0
"I went for a walk this morning while it was still dark. While approaching a lit streetlamp, I saw a large insect crawling on the ground in front of me. It crawled over onto the dirt and stopped. I leaned over and took a picture of it, and then stepped on",Negative ID,0
From the side view there was more yellow on this enormous hornet. I think it may be one of the ones you have a picture of. I live in West Seattle,Negative ID,0
Found on school playground,Negative ID,0
Missing the head. Found it in the boat later that day,Negative ID,0
Was attracted to my porch light and kept running into the windows until I was finally able to catch it,Negative ID,0
"Looking at the pictures, it seems smaller size. However it still appearing larger than what we typically see.",Negative ID,0
Very large. The picture appears smaller because we partially smashed it.,Negative ID,0
"Flying near white flowered plant at Issaquah Target parking lot.  there were 4-5 of them around 1.5-2"" long.",Negative ID,0
Large wasp found on our front door today. 1”.6” Long.  Appears to have orange face. Lived in the Pacific North west over 55 years and have never seen anything like this here.,Negative ID,0
"5pm in my flower bed, I think a second one flew in as well, but smaller. We did not get a photo",Negative ID,0
"Not sure what this is, doesn’t look quite like your photos but we googled murder hornet and other photos more similar to this came up.",Negative ID,0
This was 2” long,Negative ID,0
Specimen was ~2 inches in length,Negative ID,0
Sighted on a light post in the cascade park neighborhood of Vancouver.,Negative ID,0
We routinely see 3-4 and always on this hydrangea flowering plant,Negative ID,0
Coloring on the face doesn’t look right but I hadn’t seen anything like it around here. Please let us know.,Negative ID,0
Our camera outside took video of this wasp.  It looks to be quite large.  We wondered if it might be a giant Asian hornet.  Photo attached.,Negative ID,0
"We were RVing at Sun Lakes Resort, Coulee City, WA - site 213 - saw this one 8/5 and again 8/6.",Negative ID,0
Looks like a bald faced hornet.  Please can you confirm?  It's about an inch long.,Negative ID,0
"Cannot see the Hornet, but the next looks like it is a hornets nest, or Asian Giant Hornets nest.  Not sure.  It is about 45'-50' up a Ponderosa Pine tree in my front yard.  This photo is zoomed in as far as my iPhone can zoome.",Negative ID,0
Solitary insect approx 1 1/2 inches long. Crawling on our deck.,Negative ID,0
Found on our deck railing near the bbq grill.  I managed to trap it in a plastic cup.,Negative ID,0
Kids spotted large insect flying around with very long stinger.  My husband killed it.  We really aren't sure it is an Asian giant hornet.  Attached is a photo.,Negative ID,0
"This hornet was huge, I’d never seen one like it. It appeared to be injured as it was flying unusually and with its stinger out (my assumption).",Negative ID,0
I saw at least 4 different hornets and trapped two.,Negative ID,0
"My mom killed one of these yesterday, today she trapped a live one. They are about an inch long. Here is the video",Negative ID,0
Seen 2 of them trying to get water from my dogs water bowl. I killed one but the other one got away,Negative ID,0
Found on driveway of my home at 3209 gay rd e tacoma,Negative ID,0
It is on my front porch. It is trapped using a glass cup.,Negative ID,0
In mint plant,Negative ID,0
Comes to our garden everyday.,Negative ID,0
as big as a spider and exceptionally large body and head,Negative ID,0
This hornet or wasp was much bigger than I usually see ( it appeared to be about an inch and 1/2 long. Looks like a large yellow jacket,Negative ID,0
I have a bush outside my front door where the bees and wasps like and this and it was much bigger then the rest.,Negative ID,0
Found in backyard of Marysville neighborhood.,Negative ID,0
Campers sighted and killed what appeared to resemble two ‘murder hornets’ in their campsite at 12:15pm. They did not preserve the insects but provided photos for reference.,Negative ID,0
Found dead and half eaten by ants,Negative ID,0
"Roughly 2 inches long and in this photo, it is eating a bee. The bee is at the bottom with its legs sticking up.",Negative ID,0
Large hornet (about 1.5 inches) landed on dining room window.  Got several pictures.,Negative ID,0
"I struck this with my weed eater. I have the carcass, I suspect it may be an Asian Hornet but it doesn’t appear to be fully matured. I hope there isn’t a nest in my yard.",Negative ID,0
This insect is trapped in a wasp trap and appears similar to the Asian Giant Hornet. We have also had unusually low numbers of yellowjackets and honey bees this season.,Negative ID,0
"I'm not sure if this is one, it's big and had a black rump.",Negative ID,0
Found on gravel road by our house,Negative ID,0
Did you get this picture?  I sent it in previously with no reply.  If not an Asian Hornet what is it?,Negative ID,0
The bee I found had accidentally been stepped on so was dying,Negative ID,0
Found in our folded up tent just now,Negative ID,0
"Has been smushed so not all parts are where they should be. Very large! Has what looks like a stinger 1/2 long. Do not remember if it had a full orang face. It has been hit with a sledge hammer into the dirt, I pulled of as much dirt as I could. I’ve n",Negative ID,0
Had no interest in fruit for me to get a better picture there was 5 flying around going into holes in the ground they were about 1-2 inches long. There were honeys bees around the area,Negative ID,0
We thought this was a cicada killer but now concerned that it may have been an Asian Giant Hornet after seeing a news video,Negative ID,0
Large basketball size nest,Negative ID,0
"not sure, but came up as 3 different species including red paper wasp, black and yellow mud dauber, and cream-spotted ichneumon",Negative ID,0
It was dead. It's huge.,Negative ID,0
Big and ugly had to squish 3 times,Negative ID,0
"Very attracted to light, sat on the lightbulb for a while. Not super bright, but no clue how it got inside my house, I haven’t opened a door in a week. I think from the above pictures that it’s a Yellowjacket, but it’s larger than an inch. Spiders,",Negative ID,0
The hornet was dead on a ladder in our back yard.,Negative ID,0
I found this in my flower garden. I cut it in half since it looked so menacing and when I went back 5 minutes later to show my husband a hornet had stolen the body. The tail (stinger) segment was black and kept moving for about 5 minutes after I killed i,Negative ID,0
Looked like it was dying.,Negative ID,0
Flew right at me wanting to attack,Negative ID,0
About 1.5 -2 inches long,Negative ID,0
Found alive in my backyard,Negative ID,0
A live Asian Giant Hornet was spotted in our gravel driveway going into a burrow. We killed the specimen sited but  believe that there might be an underground hive in our driveway.,Negative ID,0
I was replacing sprinkler head and this came out of ground,Negative ID,0
Beachgoer saw activity in dry grassy area. Found 4 holes with active bees/hornets going in and out. Very active and flying nearby too. Each was about 1.5 or more inches in length.,Negative ID,0
I’m from here and have been a gardener all my life this is not anything I’ve ever seen here before.  I actually sighted it a month ago three days in a row in my garden but could not get close enough to have a good enough picture.  This video shows a,Negative ID,0
Found in brother in laws truck while camping,Negative ID,0
"Not sure what kind of hornet it is but he is over an inch long..Caught got in large spider web,..I zapped him with the bug racket several times but only stunned him,..he is now residing in a jar",Negative ID,0
I believe i saw one land on the flint stone next to me while i was sitting outside. I was on the phone so didn't get a picture,Negative ID,0
"Don’t believe it is an asian hornet, but can’t identify it.",Negative ID,0
Large mostly black wasp like insect noted on firewood pile.,Negative ID,0
Landed on a shed wall under construction.,Negative ID,0
"Found unable to fly on sport court. Port Susan Bay, Camano Island.",Negative ID,0
"We saw 3 and managed to kill one, but no other sightings",Negative ID,0
"Found near my apartments windows, there are holes that yellowjackets typically inhabit, first time seeing this type of wasp. With the smoke today its hard to make out the true color but appears to be the right size as a Japanese hornet.",Negative ID,0
atleast 2.5 inches want to know what it is if it's not Asian hornet,Negative ID,0
"Saw this large hornets with bright orange color on it flying around backyard outside light at night. It also flew around, hovered around patio door. It appeared to be attracted to the light. We have a wooded area behind our house. Was only able to take a",Negative ID,0
No idea if this is a giant hornet but the stinger and size is very abnormal.,Negative ID,0
Bender Field Lynden wa,Negative ID,0
North side of Sinclair island on the beach landed on my daughters face,Negative ID,0
not sure if this is one or not.,Negative ID,0
"Found in a brick, flew away after picture was taken.",Negative ID,0
captured from flower in a glass container,Negative ID,0
Got out of our car and the biggest bee with the biggest stinger I have ever seen was flying around us my husband killed it and stuck it in a jar.,Negative ID,0
Captured 2 possible murder hornets...,Negative ID,0
Seen on a bush in our neighborhood,Negative ID,0
"Much larger than other bees in garden, likes mint flowers",Negative ID,0
"Pressure washing the deck and this thing popped up.  Hadn't seen anything like this before.  Probably not an Asian Hornet, but .....",Negative ID,0
"Hello!  We were in our backyard (in Lynnwood) and came across this bug! It is yellow and black, and over 2” long (for reference that bolt head it is sitting next to is 19mm), with a huge stinger......with all the buzz about “murder hornets” I can",Negative ID,0
We were on the Packwood Lake Trail in the Gifford Pinchot National Forest. It was quite large.,Negative ID,0
"Spent weekend in ocean shores and drove home to Buckley, wa. Found decreased on motor home while washing.",Negative ID,0
"One in long, found in sequim wa.",Negative ID,0
"Big, angry, no orange markings. Was in our house",Negative ID,0
Discovered on property.  Sure this is an Asian Hornet,Negative ID,0
Giant bees dipping holes in the dry dirt,Negative ID,0
Not certain to identity of insect but very large,Negative ID,0
It was on my car window at Mukilteo City Hall. I almost had a panic attack. It was at least 2 inches long.,Negative ID,0
Large black looking wasp with oranger wings and a long stinger,Negative ID,0
"Hornets seen several times per week (one at a time, but never able to photograph until one seen in a spider web)",Negative ID,0
This is the second time I see a hornet this big in my yard.  I saw the same or similar hornet two days ago.  It's about 1 1/2 inch in size.,Negative ID,0
Im not sure if this is a hive of the asian hornets but its unlike anything ive seen and i got some photos with my phone if you look close you can see one of the unidentified bees or wasps on the hive i found on the ground wile searching for my dogs near,Negative ID,0
"Our AWESOME dog caught and chewed this monster hornet, so it has saliva and mud on the body. My son severed the neck - as it was writhing. I have saved it to submit if someone wants it.",Negative ID,0
Found dead,Negative ID,0
"Was difficult to get a picture without it flying away. It was approx. 1.5-2 inches long, very orange (slightly reddish orange) with distinct black markings on the abdomen",Negative ID,0
I have it in a baggie and it is still alive and moving it;s stinger around,Negative ID,0
I caught it in my room. It came in when i opened my window,Negative ID,0
"Just never seen one with markings and fangs, legs as big as this one.",Negative ID,0
Captured live in my yard while it was in grass. Was buzzing around prior. Believe it was attracted to water we had in kids water table for a few days. Will keep specimen until I hear from you. Likely to die overnight.,Negative ID,0
These are on my property. They are about one inch long.,Negative ID,0
Saw a dead Bee that could possibly fall in categories.,Negative ID,0
Very large and brown looking,Negative ID,0
Found many of these on property.,Negative ID,0
Found dead in our pool vacuum. Is about 2in long.,Negative ID,0
"Dead, found outside home at 4307 King Ave. Bellingham.",Negative ID,0
Way too big to be anything else,Negative ID,0
Unsure if this is one but it is much larger than the hornets that usually get trapped,Negative ID,0
"Big huge stinger, dead at the neighbors",Negative ID,0
"Dont know if its the killer bee or not, it was about 1 in long",Negative ID,0
Part yellow with black and more orange; unsure if it had broken wing,Negative ID,0
Flew away towards the west,Negative ID,0
"we were cutting firewood on my property when it appeared bussing around myself and a friend so I swatted it,  knocking it into the wheelbarrow and slapped it to stun it. Grabbing a jar with lid to capture.",Negative ID,0
In a sand pile in my back yard. It was digging and flying around. Was around for about 15 to 20 minutes.,Negative ID,0
This was caught in a web on my patio.  Was already dead.,Negative ID,0
Found 4 on our sidewalk this morning about 8:10 AM. Not sure if they are the Giant Asian hornet.,Negative ID,0
I suspect this may be a variety of giant Asian hornet. It is extremely large (as you can tell by the size of my fingers in the photo for scale. I want to say several inches long) I captured it in a pickle jar as my children were playing nearby. It has an,Negative ID,0
We’re not Sur it’s a murder wasp but don’t know what asp it could be.,Negative ID,0
Saw this hovering very low over the ground in my backyard. Shot with my hose and killed it. Captured it and holding it at my home if it’s of value,Negative ID,0
Was flying in our kitchen,Negative ID,0
Wasp is dead and looks like it has been for a while.,Negative ID,0
"It was in my house, I live on lake whatcom I have it in a mason jar.",Negative ID,0
"I submitted this photo over a week ago, but never heard back. The head appears to be missing, so it’s hard to tell what it is. Can you tell?",Negative ID,0
This was by our garden and my dog got hold of it. My son ended up cutting it in half  To make sure it was dead while we dealt with my dog. It may be a sirex woodwasp as well.,Negative ID,0
One inch .mutipless.attacking eachother.pond neat,Negative ID,0
This hornet came flying by us and around us when we were in our back yard swimming pool. I have More pictures and a  video of it as well if needed please send an email or call.,Negative ID,0
Ground dwelling. Multiple holes in sandy parking space. Carnivores.,Negative ID,0
"Very large, appears to be dead or dying... looked like a leg was slowly moving so I didn’t want to flip it over. Found right outside my front door.",Negative ID,0
The person claimed to have seen two.  Captured one - and gave to my husband.  (He's a maintenance guy - keeper of honey bees),Negative ID,0
Roughly 5 insects found in grass and dirt in backyard,Negative ID,0
"I've never seen this type of wasp or hornet. It's quite large compared to yellow jackets.  There are several on a mint plant. It dosent look like the giant Hornets, but is large, as I said before. No stripes, as you can see by photo. Sorry the pics aren'",Negative ID,0
found it along with other bees,Negative ID,0
Doesn’t have the orange head. It’s about 1-1/3” long. Has black and yellowish striped legs.,Negative ID,0
I found this dismembered insect on the bow of my sailboat,Negative ID,0
"Changing out my air filter in my truck and this guy was stuck in there. I travel from Roy, WA. to McChord Air Force base daily, so it could have been anywhere in-between. The insect has a large stinger, is bigger than a quarter. No obvious orange, howeve",Negative ID,0
1-3/4 to 2 inches long,Negative ID,0
I am a bee keeper and one of my hives was a dead-out this Spring.  It must have died late October or early November.  It was a huge healthy hive with ample honey comb to make it through the winter.  Upon Spring inspection in March the hive died.  There w,Negative ID,0
"have it uninjured, in captivity. A bee like I have NEVER seen in my 60 years",Negative ID,0
Sammamish Plateau Washington,Negative ID,0
"Found dead in garden, different from other hornets I've seen in past",Negative ID,0
WHAT THE HECK IS THIS,Negative ID,0
"Please let me know if this is an Asian hornet or a wasp, thank you.",Negative ID,0
"Large 1.5 +inches with very long black stinger and orange head coloring walking around on door screen. Pic taken from inside house. Hornet, & stinger, so large I called dog in from court yard from a different door. When I got back, hornet was gone.",Negative ID,0
Hovander Park near the river,Negative ID,0
Bee found in horse barn trapped in spider web,Negative ID,0
Insect was obverved on 5/23 and 5/26 on one of our security cameras.  Image quality is poor.  .mp4 files are available for your review,Negative ID,0
"I killed this in my back yard a couple years ago. Didn’t think anything of it until I just read your article. Not sure if it’s a Asian giant hornet, but figure I would share.",Negative ID,0
On Spirea plant (scale),Negative ID,0
The bee was about 1.5 inches long with pretty big wingspan. Was orangish yellow in color but did have a solid black rear. Was not able to get close enough to see if it had a stinger or get a better picture of it’s head.,Negative ID,0
Kept trying to sting with very long stinger.,Negative ID,0
I believe this is a bald face hornet. Can you confirm,Negative ID,0
I’m sure I’ve seen one twice this month in my yard!  Have a couple videos but not clear..,Negative ID,0
I think I saw one in my back yard.  I,Negative ID,0
found burrowing into grass,Negative ID,0
In Pasco - very large- looked like could be one- dead,Negative ID,0
Unfamiliar species. Is this the Asian hornet?,Negative ID,0
"@ 1 1/2"" long reddish orange body",Negative ID,0
I caught a live hornet,Negative ID,0
Observed while watering flowers frequented by honey bees - killed it (hence it is a little mangled),Negative ID,0
I cant tell if this is a Yellowjack or not.,Negative ID,0
Was caught in a spider web and my husband hit it with a fly swatter.  Is approx 2.25 inches from tip of stinger to tip of 'antlers'.  Photo attached.  We will save specimen until determined it's not needed.,Negative ID,0
"I found this on the side of the Sammamish River trail in Bothell and picked it up.  I wasn't sure if it was an Asian.Giant Hornet.  I've never seen one.  Web research shows this likely isn't an Asian Giant Hornet, but, what is it?",Negative ID,0
Came into my bathroom,Negative ID,0
It was as large as my thumb knuckle to nail. About an inch. Sluggishly walking across my deck alone.,Negative ID,0
I was able to capture it and it’s in a small container,Negative ID,0
Found it on the ground in a patch of clovers and we trapped it in a water bottle.,Negative ID,0
Found drowned in a water bucket. It probably is just a yellow jacket but it's a pretty big one so thought we should run it by you,Negative ID,0
This was on our sticky bee trap thing we putchased.....its eyes and overall look just looked different then what I am used to seeing and the orange yellow color.......what stuck out the most was the eyes and the stinger,Negative ID,0
"Two days ago, I reported seeing to full size .  Today there were 2 half size - makes  wonder if there is a hive in the area",Negative ID,0
Found crawling in grass. Is now captured.,Negative ID,0
Not sure if this is one but I found this I. Ferndale on Vista Dr just on the sidewalk.,Negative ID,0
2 inches long. alive in jar,Negative ID,0
I apologize the insect is not intact as my attempts to kill it have mangled it,Negative ID,0
My husband found this today. Not sure if it’s an Asian hornet but it looked like it may be.,Negative ID,0
Bee found in my yard while cleaning up a downed tree.,Negative ID,0
I took this picture on our front sidewalk May 11. I saw the news today and it looks like it may be worth submitting.,Negative ID,0
"We were not able to keep this alive but I am pretty sure it""s a baskin bee. If the picture isnt good I can send it via cellphone easier.",Negative ID,0
Near belfair wa. Probably not this species but thought better safe than sorry. Please I’d and reply if possible,Negative ID,0
"Found in Finn Hill, Washington",Negative ID,0
"It isn't 2 inches but close, has a fuzzy butt, and huge mandibles. Not like I have ever seen on a paper wasp. It was laying there dying. I will keep it for you.",Negative ID,0
"Found in recent fallen timber.  Bee was over 2"" long with long stinger, and was killed.",Negative ID,0
Found in a spider web next to my green house,Negative ID,0
"Not sure its a murder hornet, it's about 1 1/4"" long with a long stinger.   Never seen anything like it before.",Negative ID,0
Found it on the mill site of Belco Forest Products at 1890 E Johns Prairie Rd on the ground and put it in a plastic bag.,Negative ID,0
Looks to be a dying Asian giant hornet,Negative ID,0
"Painter knocked one down, alive, and we caught it in a jar",Negative ID,0
It’s super long and has 6 legs,Negative ID,0
"Lake Margaret Public Access, Duvall, WA",Negative ID,0
Pic,Negative ID,0
Super fast and kept banging in my sliding door,Negative ID,0
Very loud!,Negative ID,0
They are all Over the front yard in the ground.  Can’t find a picture to identify so thought I would just send this in.,Negative ID,0
"First seen near vegetable garden, entered garden then left through grass; approx. 2 inches long, definite orange head, dark brown thorax, see photo (cropped but not edited)",Negative ID,0
Bigest yasp I've ever seen here.,Negative ID,0
"Very large hornet, orange legs and rear body, but not really stripes",Negative ID,0
"It did not appear to be well. It was crawling very slowly on the ground. There was no sign of an external injury, but it could hardly move.",Negative ID,0
I captured one live there are several amongst the honey bees working the mint behind my shop door. I have it in a yogurt carton.,Negative ID,0
this dropped into my sunroom while driving along the south shore of hood canal. it appeared stunned for 3 or 4 miles when i noticed it on my center console.,Negative ID,0
At least 1.5 inches. Flew west,Negative ID,0
captured hornet. Looks like a western rather than an Asian hornet. Your opinion?,Negative ID,0
"While camping at Sun Lakes north loop, we noticed 2 hornets and I captured one on a solo cup.",Negative ID,0
My dog ate one and threw it up in the house,Negative ID,0
"Although seen from inside the apartment, but the wasp is huge (~2.5 - 3 inches) and is constantly wailing it’s tail side (similar to honey bee). The size and wailing of tail confirms that it’s a giant hornet",Negative ID,0
Only 1. Sitting by a rock.  Seemed about 2 inches. Not moving or agressive at all. My brother had seen something similar 3 days ago.,Negative ID,0
Clyde Hill Wa,Negative ID,0
Saw the insect borrowing into one of holes in one of my neighbors yard. It did fly away after checking out a few spots,Negative ID,0
"Not sure if this is the target pest, but I figured we would send the picture in for examination. The head came off when we removed the pest from the cowling on an engine.",Negative ID,0
"Very long body and stinger. This guy was still moving, but obviously dying.",Negative ID,0
I only have a video of when a possible hornet set off my camera.,Negative ID,0
"I saw a murder hornet in my yard in Dash Point. The hornet was near a fuchsia and flew in a circle around me which caused me to freeze. I was unable to capture a picture, but am positive from the picture above. Within a few days we can caught the below s",Negative ID,0
"I am not sure is An Asiankiller bee, but I saw often in my backyard",Negative ID,0
They were digging holes in the sandy ground at the barn. Probably after ground bees. The holes are about 3/4 inch in diameter. There were about ten. I sprayed a couple. They just flew away. Pretty aggressive acting. Flew low to the ground.,Negative ID,0
I noticed an insect in a puddle on my back patio and then discovered this hornet/ wasp,Negative ID,0
Found on sidewalk 6th and bell. Seattle still alive dying have wasp in container,Negative ID,0
"I have a captured hornet. It may be a bald faced hornet, but it is good size. It is alive and in a plastic bottle.",Negative ID,0
Found by flower pots and I was able to kill it.,Negative ID,0
I noticed a larger wasp in my wasp trap today.  It was bigger than any other wasp in the trap although not as big as some of the pictures I’ve seen on the news.  It did have a more pronounced yellow body and yellow head than the other hornets in the tr,Negative ID,0
I found the tail and of this carcass in my driveway.  Not sure if its from a Giant Asian Hornet but its big.,Negative ID,0
"My niece who is a doctor is visiting out home at 11520 SW Dolphin Point Road, Vashon, Wa and she saw these wasps in front of our home.  The location is an area where we had recently dug up the area as part of our remodeling project.",Negative ID,0
Was in the house acting lethargic. Swatted with a fly swatter and it fell behind couch inside radiator. Waited for my husband to get him out of the radiator. So he is a little curled up and dry. He looked a lot bigger when it was hopping around on the wi,Negative ID,0
Rehabbing an old house on mercer island with a pretty lush backyard that’s been I disturbed. I noticed this 1.5 inch bee and thought about my kids.,Negative ID,0
Sitting on my deck. May have been lethargic.  Cut in half. Measured 1.5 inch.,Negative ID,0
Really loud as he flew,Negative ID,0
Large hornet. Orange and black at the end but not striped. Big dark eyes.,Negative ID,0
"was seen carrying large grasshopper in the air and was able to snap some blurry photos from far away, I had no intentions of being stung.",Negative ID,0
Found it dead in pool filter,Negative ID,0
32nd and Gennessee in West Seattle 98126. There were 3 of them,Negative ID,0
never seen this type of big hornet or whatever I just caught. Bright yellow head big body..trapped it in a pool net still alive and trying to get a picture but it called a bigger buddy in for help so now im inside.,Negative ID,0
Larger than paper wasp or yellow jacket,Negative ID,0
This is the second insect that my mom has killed in her yard. It is orange,Negative ID,0
"She flew into the vehicle on my wife’s side, my wife thought she was gone. We found her on the floorboard “standing”, no one was hurt and I killed her.",Negative ID,0
"Found this crawling on some ground cover flowers. Not sure what kind it is, but I have never see one like it, or this big. About one and a third inches long",Negative ID,0
Possible murder hornet? It's alive captured in a mason jar.,Negative ID,0
Multiple hornets sighted and active around our house. Got a couple with a wiffle ball bat...,Negative ID,0
This pic is the 3rd one I’ve found in my home of the same type over the last few weeks,Negative ID,0
At the park,Negative ID,0
The photo was after we killed it so it looks a little smaller. It had a an orange head,Negative ID,0
"solitary in my yard, wider body than any wasp I've seen",Negative ID,0
Found by gardener earlier today,Negative ID,0
"Looks like a big yellowjacket, but yikes!",Negative ID,0
It seemed more black but had stripes. Long stinger but flew slowly,Negative ID,0
"Observed on a onion blossom yesterday and captured there today.  Photo is of underside, colors black and reddish orange. Not large.  I’ll save the specimen for a few days and watch for others.",Negative ID,0
Landed on our Rhododendron. Son noticed it. We got a photo.,Negative ID,0
Hello. I’ve never seen something this big. Or that looks like this. Is this maybe a Giant Hornet? There’s quite afew. I’m in Puyallup Wa. Will you please reply back.,Negative ID,0
Big and active,Negative ID,0
The head is missing. Crawled out from a log in a wood pile. Husband panicked and squished it so fast he didn’t see the head very well.,Negative ID,0
not bright in color but definitely much bigger than any other flying insect I have seen in my life,Negative ID,0
"Dark orange wings, 2 inches long, alive and in a glass jar.",Negative ID,0
He is currently in a jar turned upside down on the cement. It's hard to get a good look at his back and face,Negative ID,0
saw hornet doing something and saw it eat a bee,Negative ID,0
"It was spotted in our community garden in Sudden Valley. In the photo, it is on the large white allium blossom - at least 2"" long.",Negative ID,0
My kids were playing in my front yard and my husband spotted a huge wasp. He happened to be pressure washing the house and sprayed it. Placed it in a jar. Since then we have spotted several in our yard but can't pinpoint where they are coming from. If th,Negative ID,0
"Unidentified, huge insect in our house. We got him outside safely. He has a stinger (or think tail-like protuberance) approximately 3 inches. (Not visible in photo.)",Negative ID,0
Way bigger than our regular hornets and wasps. Different body style and color.,Negative ID,0
I live in South Hills WA (Pierce County) and capture this hornet in my backyard on 07 Sep 2020.  I believe it is an Asian Giant Hornet. I have it in a container.,Negative ID,0
This first landed on my husband's stomach while he was working out in the hard. He brushed it off with his hand and it flew over to our fence. We then got a mason jar and captured the bug due to it's very large size.,Negative ID,0
The body is all black but legs are black and yellow striped. Head has large orange areas surrounded by black.,Negative ID,0
Flew by itself and landed on arborvitae tree.  Looked larger than average and possibly murder hornet.   It is now not alive and I put in a container if needed.,Negative ID,0
found in kent wa on side of road,Negative ID,0
"Photo is about 18"" above ground, 12"" away from insect.",Negative ID,0
"Found this in my horses water tank near  Trinidad, Wa.",Negative ID,0
Seen flying in my back yard in Seattle,Negative ID,0
"Flying pool side near condos in Lake Chelan, WA",Negative ID,0
Seen at royal columns climbing area across from oak creek wildlife area,Negative ID,0
"It is about 1.5 inches long.  I have it in a jar.  It was big and aggressive, but I'm not sure it's a murder hornet.",Negative ID,0
"Large and wide, yellow head, black body with yellow stripes big black eyes Was sitting on one of our Adirondack chairs, wings were back and it was sitting very still.  Didn’t look like anything I had seen before, I hit it with a fly swatter and it look",Negative ID,0
Mid morning it just landed on our patio over looking the Ballard Locks. It was very lethargic and didn't move. We pushed it on the pool patio. It didn't move.,Negative ID,0
Larger than anything seen in my yard in prior 20 years.,Negative ID,0
Found this guy dead in my grass. And have seen at least one other like it buzzing around today.,Negative ID,0
"Saw dead/squished bug on sidewalk outside Nordic Heritage museum,  Ballard.",Negative ID,0
Buzzing around my front door,Negative ID,0
Like to land and hangout on a mint plant.,Negative ID,0
Hit this bug with our car between fall city and Seattle. Not sure if it’s an Asian hornet or not,Negative ID,0
It was stomped on at my husbands job site in Seattle.,Negative ID,0
"Is this a murder hornet? I live in Duvall, WA",Negative ID,0
We kill 3 of the wasps pictured. 2 immediately aft cutting a tre down and one a couple days later. They acted lethargic.,Negative ID,0
He was killed on my patio. I still have the dead bee in a cup w/ a lid on it,Negative ID,0
"I have it in a baggie, found it dead",Negative ID,0
"There are many of these large bees.  They are in the ground with multiple holes, looks like there are honey bees in there too.",Negative ID,0
"Seen in Grapeview, WA postal code 98546. Not sure if an invasive Asian Hornet or something else. Possibly a pigeon tremulix? Has a long stinger. Maybe an inch long body, skinny. 2nd sighting of this kind of insect in the area.",Negative ID,0
"Road trip from Spokane, WA to Florence, OR. Upon arrival, specimen was stuck in the grille of my camper van. Specimen has only partial thorax.",Negative ID,0
Headless body of large insect,Negative ID,0
"My picture is not doing justice to the size of the creature we came across. It was over an inch long. It did not appear to be dead, but was also not attempting to fly. It kind of looked like it was stuck in the mud? It is a breezy, cool day.",Negative ID,0
"Insect was sunning alone on deck. Attempted to trap, but flew away. Did not have a yellow/orange face. Think this may be a type of fly.  Approx 0.5-0.75 in long.",Negative ID,0
Their was 3 I managed to kill one,Negative ID,0
"It looked like a large hornet, I tried to measure by my phone and compared it to a small leaf it was about 1 1/2 inches. Our neighbors have 4 honey bee boxes in their backyard",Negative ID,0
I've not seen this hornet and it does not look like the one's picutred on this site?  Sited yesterday as well believe pictured on flowering mint.  Some feedback would be GREAT.,Negative ID,0
We found this dead bee on our patio this morning in Freeland on Whidbey Island. We are wondering if it’s one of the Asian Hornets.,Negative ID,0
Not sure if this is one,Negative ID,0
Found on Semi-Truck front grille. This truck travels between Blaine area to farther south than Arlington.,Negative ID,0
"Hornet was aggressively flying around, trying to get out from under my back deck cover.  It had captured what looked like a grasshopper, stopping to eat it, or was it another hornet it was carrying(?).",Negative ID,0
